Exam_Type,Class,language,Subject,Chapter_Name,chapter_number,Question,Question type,Marks,Year,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,"<p>Q. एक स्थिर झील में एक पत्थर डाला जाता है और तरंगें वृत्तों में 4 सेमी/से की गति से चलती हैं। जब वृत्ताकार तरंग की त्रिज्या 10 सेमी है, तो उस क्षण, घिरा हुआ क्षेत्रफल कितनी तेजी से बढ़ रहा, है ?</p>",Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,<p>Q. \(\sqrt{36.6}\) का सन्निकट करने के लिए अवकंलज का प्रयोग कीजिए।</p>,Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,<p>Q. ऐसी दो धन संख्याएँ ज्ञात कीजिए जिनका योग 15 है और जिनके वर्गों का योग न्यूनतम हो।</p>,Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,"<p>Q. सदिश \((\vec{a}+\vec{b})\) और \((\vec{a}-\vec{b})\) में से प्रत्येक के लंबवत् मात्रक सदिश ज्ञात कीजिए जहाँ \(\vec{a}=\hat{i}+\hat{j}+\hat{k}, \vec{b}=\hat{i}+2 \hat{j}+3 \hat{k}\) हैं।</p>",Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,"<p>Q. दर्शाइए कि बिन्दु \( A(-2 \hat{i}+3 \hat{j}+5 \hat{k}), B(\hat{i}+2 \hat{j}+3 \hat{k}) \) और \( C(7 \hat{i}-\hat{k}) \) संरेख हैं।</p>",Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,<p>Q. रेखा \(\frac{x+1}{2}=\frac{y}{3}=\frac{z-3}{6}\) और समतल \(10 x+2 y-11 z=3\) के बीच का कोण ज्ञात कीजिए।</p>,Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,<p>Q. दर्शाइए कि रेखाएँ \(\frac{x+3}{-3}=\frac{y-1}{1}=\frac{z-5}{5}\) तथा \(\frac{x+1}{-1}=\frac{y-2}{2}=\frac{z-5}{5}\) समतलीय हैं।</p>,Very Short Answer,2,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,"<p>Q. जाँच कीजिए कि क्या समुच्चय \(\{1,2,3,4,5,6\}\) में \(R=\{(a, b): b=a+1\}\) द्वारा परिभाषित संबंध \(R\) स्वतुल्य, सममित या संक्रामक है।</p>",Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,<p>Q. सिद्ध कीजिए कि \( a * b = a + 2b \) द्वारा परिभाषित \( *: \mathbb{R} \times \mathbb{R} \rightarrow \mathbb{R} \) न तो क्रमविनिमेय है ना ही साहचर्य है।</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,"<p>Q. \(\tan ^{-1}\left(\frac{\cos x}{1-\sin x}\right),-\frac{3 \pi}{2}<x<\frac{\pi}{2}\) को सरलतम रूप में व्यक्त कीजिए।</p>",Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,<p>Q. दर्शाइए कि \(\sin ^{-1} \frac{3}{5}-\sin ^{-1} \frac{8}{17}=\cos ^{-1} \frac{84}{85}\)</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,"<p>Q. यदि \( A=\begin{bmatrix}2 & 3 \\ 1 & -4\end{bmatrix} \) और \( B=\begin{bmatrix}1 & -2 \\ -1 & 3\end{bmatrix} \), तो सत्यापित कीजिए कि \( (A B)^{-1}=B^{-1} A^{-1} \) है।</p>",Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Determinants,4,<p>Q. सिद्ध कीजिए कि \(\left|\begin{array}{ccc}y+k & y & y \\ y & y+k & y \\ y & y & y+k\end{array}\right|=k^{2}(3 y+k)\)</p>,Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,"<p>Q. बिंदु \((2,5,-3)\) की समतल \(\vec{r} \cdot(6 \hat{i}-3 \hat{j}+2 \hat{k})=4\) से दूरी ज्ञात कीजिए।</p>",Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,"<p>Q. उस समतल का सदिश और कार्तीय समीकरण ज्ञात कीजिए, जो बिंदु \((5,2,-4)\) से जाता है और \(2,3,-1\) दिक्-अनुपात वाली रेखा पर लंब है।</p>",Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Linear Programming,12,"<p>Q. आलेख द्वारा निम्न रैखिक प्रोग्रामन समस्या को हले कीजिए : निम्न व्यवरोधों के अंतर्गत : \(x+y \leq 50\), \(3 x+y \leq 90\), \(x \geq 0, y \geq 0\) \(Z=4 x+y\) का अधिकतम मान ज्ञात कीजिए।</p>",Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Linear Programming,12,"<p>Q. किसानों की एक सहकारी समिति के पास दो फसंलों \(X\) और \(Y\) के उगने के लिए 50 हेक्टेयर भूमि है। फसलों \(X\) और \(Y\) से प्रति हैंक्टेयर लाभ का क्रमशः रु. 10,500 और रु. 9,000 का अनुमान लगाया गया है। फसलों \(X\) व \(Y\) के लिए अपतृण नियंत्रण के लिए शाक-नाशी द्रव का क्रमशः 20 लिटर तथा 10 लिटर प्रति हेक्टेयर प्रयोग किया जाता है। इसके अतिरिक्त प्रयुक्त भूमि से जुड़ी नालियों सें संबद्ध तालाव पर निर्भर जीवधारियों एवं महत्यत्यों की जीवन-सुरक्षा हेतु शाकनाशी की मात्रा 800 लिटर से अधिक न हो। प्रत्येक फसल के लिए कितनी भूमि का आबंटन होनाँ चाहिए ताकि समिति के कुल लाभ का अधिकतमीकरण किया जा सके?</p>",Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,<p>Q. यह ज्ञात है कि एक महाविद्यालय के छात्रों में से \(60 \%\) छात्रावास में रहते हैं और \(40 \%\) छात्रावास में नहीं रहते हैं। पूर्ववर्ती वर्ष के परिणाम सूचित करते हैं कि छात्रावास में रहनेवाले छात्रों में से \(30 \%\) और छात्रावास में न रहने वाले छात्रों में से \(20 \%\) छात्रों ने A -ग्रेड लिया। वर्ष के अंत में महाविद्यालय के एक छात्र को यादृच्छिक चुना गया और यह पाया गया कि उसे A -ग्रेड मिला है। इस बात की क्या प्रायिकता है कि वह छात्रावास में रहने लगा है ?</p>,Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,"<p>Q. एक अनभिनत (unbiased) पासे को दो बार उछाला गया। मान लें A घटना 'पहली उछाल पर विषम संख्या प्राप्त होना"" और B घटना ""द्वितीय उछाल पर विषम संख्या प्राप्त होना"" दर्शाते हैं। घटनाओं A और B के स्वातंत्र्य का परीक्षण कीजिए।</p>",Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,"<p>Q. 30 बल्बों के ढेर से, जिसमें 6 बल्ब़ खराब हैं 4 बल्बों का एक नमूना (प्रतिदर्श) यादृच्छया बिना प्रतिस्थापन के निकोलो जाता है। खराब बल्बों की संख्या का प्रायिकता बंटन ज्ञात कीजिए।</p>",Long Answer,5,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,<p>Q. एक बक्से में दस कार्ड 1 से 10 तक पूर्णांक लिख कर रखे गए और उन्हें अच्छी तरह मिलाया गया। इस बक्से से ए</p>,Short Answer,3,2020,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,"<p>Q. \(g \circ f\) ज्ञात करने पर इसका मान है, यदि \(f(x)=8 x^{3}\) तथा \(g(x)=\frac{1}{x^{3}}\) (A) \(8 x^{3}\) (B) \(512 x^{3}\) (C) \(\frac{1}{512 x^{9}}\) (D) \(2 x\)</p>",Multiple Choice Question,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,"<p>Q. यदि \(\sin ^{-1} x=y\), तो (A) \(0 \leq y \leq \pi\) (B) \(\frac{\pi}{2} \leq y \leq \frac{\pi}{2}\) (C) \(0<y<\pi\) (D) \(-\frac{\pi}{2}<y<\frac{\pi}{2}\)</p>",Multiple Choice Question,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,<p>Q. \(3 \times 3\) कोटि के ऐसे आव्यूहों की कुल कितनी संख्या होगी जिनकी प्रत्येक प्रविष्टि 0 या 1 है ? (A) 27 (B) 18 (C) 81 (D) 512</p>,Multiple Choice Question,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,"<p>Q. \(x=a t^{2}\) तथा \(y=2 a t\) हैं, तो \(\frac{d y}{d x}\) का मान है : (A) \(t\) (B) \(t^{2}\) (C) \(\frac{1}{t}\) (D) \(\frac{1}{t^{2}}\)</p>",Multiple Choice Question,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Differential Equations,9,<p>Q. अवकल समीकरण \( x \frac{d y}{d x}-y=2 x^{2} \) का समाकलन गुणक है : (A) \( e^{-x} \) (B) \( e^{-y} \) (C) \( \frac{1}{x} \) (D) \( x \)</p>,Multiple Choice Question,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,"<p>Q. यदि \( A \) एक \( 3 \times 3 \) कोटि का वर्ग आव्यूह है, तो \( |K A| \) का मान है : (A) \( K|A| \) (B) \( K^{3}|A| \) (C) \( K^{2}|A| \) (D) \( 3 K|A| \)</p>",Multiple Choice Question,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,"<p>Q. समुच्चय \( A=\{4,5,6\} \) में अवयव \( (4,5) \) वाले तुल्यता संबंधों की संख्या _____ है।</p>",Fill in the Blanks,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,<p>Q. \(\sin^{-1} x + \cos^{-1} x =\) _____</p>,Fill in the Blanks,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,"<p>Q. यदि \( A \) व \( B \) दो स्वतंत्र घटनाएँ हों, तो \( P(A \cap B) = P(A) \cdot P(B) \) _____</p>",Fill in the Blanks,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Linear Programming,12,<p>Q. \(x \geq 0\) का ग्राफ _____ चतुर्थांश में स्थित है।</p>,Fill in the Blanks,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Determinants,4,<p>Q. सारणिक \(\left|\begin{bmatrix}1 & \omega \\ \omega & -\omega\end{bmatrix}\right|\) का मान _____ है।</p>,Fill in the Blanks,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Continuity and Differentiability,5,"<p>Q. यदि \( y=x+\log _{e} x \) है, तब \( \frac{d y}{d x}=\) _____</p>",Fill in the Blanks,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,"<p>Q. वृत्त के क्षेत्रफल में परिवर्तन की दर इसकी त्रिज्या \( r=3 \, \mathrm{cm} \) के सापेक्ष ज्ञात कीजिए।</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,"<p>Q. यदि \( P(B)=0.5 \) और \( P(A \cap B)=0.25 \), तो \( P\left(\frac{A}{B}\right) \) ज्ञात कीजिए।</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,"<p>Q. यदि \( P(A)=\frac{3}{5}, P(B)=\frac{1}{5} \) और \( A \) तथा \( B \) स्वतंत्र घटनाएँ हैं, तो \( P(A \cap B) \) की गणना कीजिए।</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,<p>Q. एक रेखा की दिक-कोसाइन ज्ञात कीजिए जो निर्देशक्षों के साथ बराबर कोण बनाती है।</p>,Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,<p>Q. रेखायुग्म \(\frac{x}{2}=\frac{y}{2}=\frac{z}{1}\) तथा \(\frac{x-5}{4}=\frac{y-2}{1}=\frac{z-3}{8}\) के बीच का कोण ज्ञात कीजिए।</p>,Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,<p>Q. निम्नलिखित दी गई रेखाओं \(l_{1}\) और \(l_{2}\) : \(\bar{r}=\hat{i}+2 \hat{j}-4 \hat{k}+\lambda(2 \hat{i}+3 \hat{j}+6 \hat{k})\) तथा \(\bar{r}=3 \hat{i}+3 \hat{j}-5 \hat{k}+\mu(2 \hat{i}+3 \hat{j}+6 \hat{k})\) के बीच न्यूनतम दूरी ज्ञात कीजिए।</p>,Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,"<p>Q. सदिश \(\overline{P Q}\) के अनुदिश मात्रक सदिश ज्ञात कीजिए जहाँ बिंदु \(P\) और \(Q\) क्रमशः \((1,2,3)\) और \((4,5,6)\) हैं।</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,"<p>Q. दो बिन्दुओं को मिलाने वाले सदिश का मध्यबिन्दु ज्ञात कीजिए, जहाँ \( P(2,3,4) \) तथा \( Q(4,1,-2) \) हैं।</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,"<p>Q. \(\int \cos ^{2} x \, dx\) का मान परिकलित कीजिए।</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,"<p>Q. \(I=\int e^{x} \cdot \sin x \, dx\) की गणना कीजिए।</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,<p>Q. समाकलन \(\int_{2}^{3} x^{5} \cdot d x\) का मान ज्ञात कीजिए।</p>,Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,<p>Q. समाकलन \(\int_{0}^{\pi / 2} \frac{\sqrt{\sin x}}{\sqrt{\sin x}+\sqrt{\cos x}} \cdot d x\) का मान ज्ञात कीजिए।</p>,Short Answer,3,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,"<p>Q. जाँच कीजिए कि समुच्चय \(\{1,2,3\}\) में \(R=\{(1,1),(2,2),(3,3),(1,2),(2,3)\}\) द्वारा प्रदत्त संबंध स्वतुल्य है परन्तु न तो सममित है और न संक्रामक है।</p>",Short Answer,3,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,"<p>Q. सिद्ध कीजिए कि \( f(x)=x^{2} \) द्वारा परिभाषित फलन \( f: \mathbb{R} \rightarrow \mathbb{R} \), न तो एकैकी है और न आच्छादक है।</p>",Short Answer,3,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,"<p>Q. यदि \( A=\begin{bmatrix}0 & -1 \\ 0 & 2\end{bmatrix} \) एवं \( B=\begin{bmatrix}3 & 5 \\ 0 & 0\end{bmatrix} \) है, तो \( A B \) का मान ज्ञात कीजिए।</p>",Short Answer,3,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,"<p>Q. यदि \( A=\begin{bmatrix} 3 & \sqrt{3} & 2 \\ 4 & 2 & 0 \end{bmatrix} \), तो सिद्ध कीजिए \( \left(A^{\prime}\right)^{\prime}=A \).</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Continuity and Differentiability,5,"<p>Q. \( x \) के सापेक्ष \( a^{x} \) का अवकलन कीजिए, जहाँ \( a \) एक धन अचर है।</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Continuity and Differentiability,5,<p>Q. \(x\) के सापेक्ष \((\log x)^{\cos x}\) का अवकलन कीजिए।</p>,Short Answer,3,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,"<p>Q. फलन \(\tan ^{-1}\left(\sqrt{\frac{1-\cos x}{1+\cos x}}\right), 0<x<\pi\) को सरलतम रूप में लिखिए।</p>",Short Answer,3,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,<p>Q. दर्शाइये कि \(\sin ^{-1} \frac{3}{5}-\sin ^{-1} \frac{8}{17}=\sin ^{-1} \frac{13}{85}\)</p>,Short Answer,3,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,<p>Q. आव्यूह \( B=\begin{bmatrix}2 & -2 & -4 \\ -1 & 3 & 4 \\ 1 & -2 & -3\end{bmatrix} \) को एक सममित आव्यूह के रूप में व्यक्त कीजिए।</p>,Short Answer,3,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,<p>Q. निम्नलिखित समीकरण से \(x\) तथा \(y\) के मानों को ज्ञात कीजिए : \(2\left[\begin{bmatrix}x & 5 \\ 7 & y-3\end{bmatrix}\right]+\left[\begin{bmatrix}3 & -4 \\ 1 & 2\end{bmatrix}\right]=\left[\begin{bmatrix}7 & 6 \\ 15 & 14\end{bmatrix}\right]\)</p>,Short Answer,3,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,<p>Q. ऐसी दो संख्याएँ ज्ञात कीजिए जिनका योग 24 व गुणनफल उच्चतम हो।</p>,Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Linear Programming,12,"<p>Q. आलेखीय विधि द्वारा निम्न रैखिक प्रोग्रामन समस्या को हल कीजिए : निम्न व्यवरोधों के अंतर्गत : \(x+2 y \geq 10\), \(3 x+4 y \leq 24\), \(x \geq 0, y \geq 0\) \(Z=200 x+500 y\) का न्यूनतम मान ज्ञात कीजिए।</p>",Long Answer,5,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Linear Programming,12,"<p>Q. आलेख द्वारा निम्न रैखिक प्रोग्रामन समस्या को हल कीजिए : निम्न व्यवरोधों के अन्तर्गत : \(x+y \leq 50\), \(3 x+y \leq 90\), \(x \geq 0, y \geq 0\) \(Z=4 x+y\) का अधिकतम मान ज्ञात कीजिए।</p>",Long Answer,5,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Determinants,4,<p>Q. निम्नलिखित सारणिक हल कीजिए : \[\left|\begin{bmatrix}x+1 & 3 & 5 \\ 2 & x+2 & 5 \\ 2 & 3 & x+4\end{bmatrix}\right|=0\]</p>,Long Answer,5,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Determinants,4,<p>Q. सिद्ध कीजिए : \[\left|\begin{bmatrix}-a^{2} & a b & a c \\ a b & -b^{2} & b c \\ a c & b c & -c^{2}\end{bmatrix}\right|=4 a^{2} b^{2} c^{2}\]</p>,Long Answer,5,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Continuity and Differentiability,5,"<p>Q. बिंदु \( x=0 \) पर फलन \( f(x)=\left\{\begin{array}{ll}\frac{1-\cos x}{x^{2}} ; & x \neq 0 \\ \frac{1}{2}, & x=0\end{array}\right. \) के सांतत्य पर विचार कीजिए।</p>",Long Answer,5,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Continuity and Differentiability,5,"<p>Q. $\frac{d y}{d x}$ का मान ज्ञात कीजिए, यदि \( x=a(t+\sin t), y=a(1-\cos t) \)</p>",One Word Answer,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Integrals,8,<p>Q. वृत्त \(x^{2}+y^{2}=a^{2}\) का क्षेत्रफल ज्ञात कीजिए।</p>,One Word Answer,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Integrals,8,<p>Q. दीर्घवृत्त \(\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1\) से घिरे क्षेत्र का क्षेत्रफल ज्ञात कीजिए।</p>,One Word Answer,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Differential Equations,9,<p>Q. अवकल समीकरण \(\frac{d y}{d x}=e^{x-y}+x \cdot e^{-y}\) हल कीजिये।</p>,One Word Answer,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Differential Equations,9,<p>Q. अवकल समीकरण \(\frac{d y}{d x}=\frac{\sqrt{1-y^{2}}}{\sqrt{1-x^{2}}}\) हल कीजिये।</p>,Fill in the Blanks,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Linear Programming,12,<p>Q. इष्टमान फलन क्या है ?</p>,Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,<p>Q. एक लीप वर्ष में 53 शुक्रवार आने की प्रायिकता ज्ञात कीजिए।</p>,Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,"<p>Q. \(\int_{0}^{\pi / 2} \cos x \, dx\) का मान क्या है ?</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,"<p>Q. \(\int \log x \, dx\) का मान क्या है ?</p>",Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,<p>Q. रिक्त संबंध की परिभाषा लिखिए।</p>,Very Short Answer,2,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,"<p>Q. \(x, y\) और \(z\)-अक्षों की दिक-कोसाइन लिखिए।</p>",One Word Answer,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,"<p>Q. यदि \( P(A)=2, P(A \cap B)=1 \) तब \( P(B / A) \) का मान क्या है ?</p>",One Word Answer,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Continuity and Differentiability,5,<p>Q. \(\frac{d}{d x} \tan x\) का मान \(\sec x \tan x\) है।</p>,True False,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. अभिलंब रूप में समतल का समीकरण \( l x + m y + n z = d \) है।</p>,True False,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,<p>Q. समतल \(2 x-y+4 z=5\) और \(5 x-2.5 y+10 z=6\) परस्पर समान्तर हैं।</p>,True False,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. किन्हीं दो सदिशों \(\vec{a}\) एवं \(\vec{b}\) के लिये सदैव \(|\vec{a} \cdot \vec{b}| \geq|\vec{a}||\vec{b}|\)</p>,True False,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. सदिश गुणनफल क्रम विनिमेय होता है।</p>,True False,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. \(\hat{i} \cdot(\hat{j} \times \hat{k})+\hat{j} \cdot(\hat{i} \times \hat{k})+\hat{k} \cdot(\hat{i} \times \hat{j})\) का मान 1 है।</p>,True False,1,2022,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,<p>Q. \(f(x)=5 x\) द्वारा प्रदत्त फलन \(f: \mathbb{R} \rightarrow \mathbb{R}\) में (a) \(f\) एकैकी आच्छादक है (b) \(f\) बहु एक आच्छादक है (c) \(f\) एकैकी है परंतु आच्छादक नहीं है (d) \(f\) न तो एकैकी है और न आच्छादक</p>,Multiple Choice Question,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,<p>Q. \( \tan ^{-1} \sqrt{3}-\sec ^{-1}(-2) \) का मान बराबर है (a) \( \pi \) (b) \( -\frac{\pi}{3} \) (c) \( \frac{\pi}{3} \) (d) \( \frac{2 \pi}{3} \)</p>,Multiple Choice Question,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,<p>Q. यदि \( A=\begin{bmatrix}\cos \alpha & -\sin \alpha \\ \sin \alpha & \cos \alpha\end{bmatrix} \) तथा \( A+A^{\prime}=I \) तो \( \alpha \) का मान है : (a) \( \frac{\pi}{6} \) (b) \( \frac{\pi}{3} \) (c) \( \pi \) (d) \( \frac{3 \pi}{2} \)</p>,Multiple Choice Question,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,<p>Q. यदि \( A \) एक \( 2 \times 2 \) कोटि का वर्ग आव्यूह हो तो \( |5 A| \) का मान होगा : (a) \( 5|A| \) (b) \( 25|A| \) (c) \( 125|A| \) (d) \( 15|A| \)</p>,Multiple Choice Question,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Determinants,4,<p>Q. यदि \(\left|\begin{array}{cc}x & 2 \\ 18 & x\end{array}\right|=0\) हो तो \(x\) बराबर है (a) 6 (b) \(\pm 6\) (c) -6 (d) 0</p>,Multiple Choice Question,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Continuity and Differentiability,5,"<p>Q. यदि \( y=\sqrt{e^{\sqrt{x}}}, x>0 \) तो \( \frac{d y}{d x}=\) _____ है।</p>",Fill in the Blanks,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,<p>Q. वृत्त के क्षेत्रफल में परिवर्तन की दर प्रति सेकंड त्रिज्या \( r \) के सापेक्ष जबकि \( r=5 \) सेमी है _____</p>,Fill in the Blanks,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,<p>Q. \(\int\left(\sin ^{-1} x+\cos ^{-1} x\right) d x=\) _____</p>,Fill in the Blanks,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Differential Equations,9,<p>Q. तीन कोटि वाले किसी अवकल समीकरण के विशिष्ट हल में उपस्थित स्वेच्छ अचरों की संख्या _____ होती है।</p>,Fill in the Blanks,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. त्रिभुज की तीनों भुजाओं को क्रम में लेने पर उनका सदिश योग _____ होता है।</p>,Fill in the Blanks,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,"<p>Q. \(x, y\) और \(z\)-अक्षों की दिक् कोसाइन क्रमशः _____ होती है।</p>",Fill in the Blanks,1,2023,,,,,,,,,,,,,,,,
